NOME,FASE_2023,TURMA_2023,INSTITUICAO_ENSINO_ALUNO_2023,PEDRA_2023,INDE_2023,IAA_2023,IEG_2023,IPS_2023,IDA_2023,IPP_2023,PONTO_VIRADA_2023,IPV_2023,IAN_2023,NIVEL_IDEAL_2023,DEFASAGEM_2023
Aluno-1226,FASE 7,7E,Privada *Parcerias com Bolsa 100%,#N/A,#N/A,"9,2",,752%,,#N/A,,#N/A,10,Fase 6 (2° EM),1
Aluno-93,FASE 7,7E,Privada - Programa de Apadrinhamento,#N/A,#N/A,"7,9",,314%,,#N/A,,#N/A,10,Fase 6 (2° EM),1
Aluno-119,FASE 7,7E,Privada - Programa de Apadrinhamento,#N/A,#N/A,"6,7",,252%,,#N/A,,#N/A,10,Fase 5 (1° EM),2
Aluno-1227,FASE 7,7E,Privada - Programa de Apadrinhamento,#N/A,#N/A,"9,2",,252%,,#N/A,,#N/A,10,Fase 6 (2° EM),1
Aluno-1228,FASE 7,7E,Privada - Programa de Apadrinhamento,#N/A,#N/A,"7,5",,252%,,#N/A,,#N/A,10,Fase 7 (3° EM),0
Aluno-1229,FASE 7,7E,Privada - Programa de Apadrinhamento,#N/A,#N/A,"8,3",,752%,,#N/A,,#N/A,10,Fase 6 (2° EM),1
Aluno-98,FASE 7,7E,Privada *Parcerias com Bolsa 100%,#N/A,#N/A,"7,9",,252%,,#N/A,,#N/A,10,Fase 5 (1° EM),2
Aluno-172,FASE 7,7E,Privada - Programa de Apadrinhamento,#N/A,,"0,0",,377%,,#N/A,,#N/A,10,Fase 5 (1° EM),2
Aluno-86,FASE 7,7E,Privada *Parcerias com Bolsa 100%,#N/A,,"8,3",,689%,,#N/A,,#N/A,10,Fase 7 (3° EM),0
Aluno-1230,FASE 7,7E,Privada - Programa de Apadrinhamento,#N/A,,"0,0",,252%,,#N/A,,#N/A,10,Fase 6 (2° EM),1
Aluno-1231,FASE 8,8A,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1232,FASE 8,8A,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1233,FASE 8,8A,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1234,FASE 8,8A,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1235,FASE 8,8A,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1236,FASE 8,8A,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1237,FASE 8,8A,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1238,FASE 8,8A,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1239,FASE 8,8B,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1240,FASE 8,8B,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1241,FASE 8,8B,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1242,FASE 8,8B,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1243,FASE 8,8B,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1244,FASE 8,8B,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1245,FASE 8,8B,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1246,FASE 8,8B,Privada - Pagamento por *Empresa Parceira,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1247,FASE 8,8B,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1248,FASE 8,8B,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1249,FASE 8,8B,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1250,FASE 8,8B,Privada - Pagamento por *Empresa Parceira,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1251,FASE 8,8B,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1252,FASE 8,8B,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1253,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1254,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1255,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1256,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1257,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1258,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1259,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1260,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1261,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1262,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1263,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1264,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1265,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1266,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1267,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1268,FASE 8,8D,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-14,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-13,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-12,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-7,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-6,FASE 8,8E,Privada - Pagamento por *Empresa Parceira,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-5,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-36,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-35,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-34,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-31,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-23,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 7 (3° EM),1
Aluno-88,FASE 8,8E,Privada - Pagamento por *Empresa Parceira,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1269,FASE 8,8E,Privada - Pagamento por *Empresa Parceira,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-49,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1270,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-29,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-17,FASE 8,8E,Privada - Pagamento por *Empresa Parceira,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-21,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-25,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-2,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1271,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1272,FASE 8,8E,Privada *Parcerias com Bolsa 100%,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
Aluno-1273,FASE 8,8E,Privada - Pagamento por *Empresa Parceira,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 7 (3° EM),1
Aluno-1274,FASE 8,8E,Privada - Pagamento por *Empresa Parceira,#N/A,,,,#N/A,,#N/A,,#N/A,10,Fase 8 (Universitários),0
