NOME,FASE_2023,TURMA_2023,INSTITUICAO_ENSINO_ALUNO_2023,PEDRA_2023,INDE_2023,IAA_2023,IEG_2023,IPS_2023,IDA_2023,IPP_2023,PONTO_VIRADA_2023,IPV_2023,IAN_2023,NIVEL_IDEAL_2023,DEFASAGEM_2023
Aluno-403,FASE 2,2U,Pública,Ametista,"7,716366667","8,5","8,8","6,27","7,8","7,29",Não,"8,45",5,Fase 3 (7° e 8° ano),-1
Aluno-591,FASE 2,2U,Pública,Ametista,"7,1472","9,0","8,5","6,27","6,9","5,83",Sim,"7,33",5,Fase 3 (7° e 8° ano),-1
Aluno-592,FASE 2,2U,Privada,Ametista,"7,935466667","6,2","9,2","3,77","7,6","7,92",Não,"8,95",10,Fase 2 (5° e 6° ano),0
Aluno-602,FASE 2,2U,Pública,Topázio,"8,5592","10,0","9,6","7,52","8,1","8,75",Não,"9,51",5,Fase 3 (7° e 8° ano),-1
Aluno-666,FASE 2,2U,Pública,Topázio,"8,720366667","9,5","9,1","7,52","7,1","8,54",Não,"9,62",10,Fase 2 (5° e 6° ano),0
Aluno-667,FASE 2,2U,Pública,Agata,"6,774866667","9,0","6,9","6,89","5,2","7,08",Não,"7,84",5,Fase 3 (7° e 8° ano),-1
Aluno-422,FASE 2,2U,Pública,Quartzo,"5,57","0,0","7,8","7,52","4,4","6,67",Não,"6,11",5,Fase 3 (7° e 8° ano),-1
Aluno-595,FASE 2,2U,Pública,Quartzo,"5,078666667","0,0","7,0","7,52","3,3","6,67",Não,"5,55",5,Fase 3 (7° e 8° ano),-1
Aluno-423,FASE 2,2U,Pública,Agata,"6,607533333","8,0","8,7","6,89","3,4","7,08",Não,"7,45",5,Fase 3 (7° e 8° ano),-1
Aluno-669,FASE 2,2U,Pública,Ametista,"7,345033333","8,5","7,8","7,52","5,0","7,71",Não,"7,06",10,Fase 2 (5° e 6° ano),0
Aluno-670,FASE 2,2U,Pública,Topázio,"8,6067","9,5","8,7","7,52","7,0","8,96",Não,"9,34",10,Fase 2 (5° e 6° ano),0
Aluno-609,FASE 2,2U,Pública,Agata,"6,463033333","9,5","6,4","7,52","5,3","6,88",Sim,"6,22",5,Fase 3 (7° e 8° ano),-1
Aluno-326,FASE 3,3A,Privada,Topázio,"8,65075","9,6","9,4","3,14","8,2","9,06",Não,"9,76",10,Fase 3 (7° e 8° ano),0
Aluno-179,FASE 3,3A,Pública,Topázio,"8,437641667","8,8","9,4","7,52","6,4","8,59",Sim,"8,92",10,Fase 3 (7° e 8° ano),0
Aluno-1143,FASE 3,3A,Pública,Agata,"6,445933333","8,8","7,0","6,26","5,3","7,50",Não,"6,21",5,Fase 5 (1° EM),-2
Aluno-330,FASE 3,3A,Pública,Agata,"6,084875","9,6","7,2","6,89","3,3","6,72",Não,"5,83",5,Fase 5 (1° EM),-2
Aluno-332,FASE 3,3A,Privada - Programa de Apadrinhamento,Topázio,"8,002591667","9,2","8,4","8,76","6,8","8,28",Sim,"9,18",5,Fase 4 (9° ano),-1
Aluno-199,FASE 3,3A,Privada,Ametista,"7,892341667","9,2","7,6","7,51","8,5","7,97",Não,"8,51",5,Fase 4 (9° ano),-1
Aluno-1144,FASE 3,3B,Pública,Ametista,"7,410625","0,0","9,4","5,02","8,0","8,28",Não,"8,00",10,Fase 3 (7° e 8° ano),0
Aluno-352,FASE 3,3B,Pública,Ametista,"7,840341667","9,2","8,1","6,26","7,2","7,97",Não,"7,17",10,Fase 3 (7° e 8° ano),0
Aluno-1145,FASE 3,3B,Pública,Ametista,"7,484375","0,0","9,5","4,39","7,8","8,59",Não,"8,63",10,Fase 2 (5° e 6° ano),1
Aluno-1146,FASE 3,3B,Pública,Agata,"6,689583333","9,6","8,8","6,26","3,7","7,19",Não,"6,97",5,Fase 4 (9° ano),-1
Aluno-331,FASE 3,3B,Pública,Ametista,"7,039791667","9,6","8,6","2,52","5,2","7,03",Não,"6,80",10,Fase 3 (7° e 8° ano),0
Aluno-227,FASE 3,3B,Pública,Ametista,"7,722125","9,6","7,5","5,63","6,9","8,28",Não,"7,46",10,Fase 3 (7° e 8° ano),0
Aluno-247,FASE 3,3B,Pública,Ametista,"7,221958333","0,0","8,5","7,52","7,2","8,28",Não,"7,54",10,Fase 3 (7° e 8° ano),0
Aluno-343,FASE 3,3B,Pública,Agata,"6,779591667","9,2","7,2","6,26","5,7","7,66",Não,"6,92",5,Fase 5 (1° EM),-2
Aluno-1147,FASE 3,3B,Pública,Ametista,"7,072983333","8,3","8,3","6,26","6,7","7,19",Não,"7,01",5,Fase 4 (9° ano),-1
Aluno-345,FASE 3,3B,Pública,Agata,"6,534766667","8,8","6,8","6,26","4,6","8,13",Não,"7,17",5,Fase 4 (9° ano),-1
Aluno-336,FASE 3,3B,Pública,Quartzo,"5,887708333","0,0","7,5","6,89","5,1","7,34",Sim,"7,26",5,Fase 4 (9° ano),-1
Aluno-346,FASE 3,3B,Pública,Ametista,"7,305541667","0,0","9,4","8,14","6,2","7,97",Não,"7,84",10,Fase 2 (5° e 6° ano),1
Aluno-1148,FASE 3,3B,Pública,Ametista,"7,227866667","7,9","8,6","3,77","5,7","7,50",Sim,"7,21",10,Fase 2 (5° e 6° ano),1
Aluno-1149,FASE 3,3C,Pública,Ametista,"7,410108333","8,3","9,8","2,52","7,2","7,97",Não,"8,17",5,Fase 4 (9° ano),-1
Aluno-1150,FASE 3,3C,Pública,Ametista,"7,076008333","9,2","9,8","2,52","6,7","7,97",Não,"7,84","2,5",Fase 6 (2° EM),-3
Aluno-1151,FASE 3,3C,Pública,Ametista,"7,829958333","7,5","9,5","2,52","8,3","7,66",Não,"7,55",10,Fase 3 (7° e 8° ano),0
Aluno-356,FASE 3,3C,Pública,Agata,"6,452008333","9,2","8,5","2,52","3,4","6,09",Sim,"6,50",10,Fase 3 (7° e 8° ano),0
Aluno-1152,FASE 3,3C,Pública,Agata,"6,544916667","0,0","9,4","5,00","6,8","7,81",Não,"7,59",5,Fase 4 (9° ano),-1
Aluno-221,FASE 3,3C,Pública,Agata,"6,959916667","9,6","9,0","5,00","5,0","7,19",Sim,"7,38",5,Fase 5 (1° EM),-2
Aluno-359,FASE 3,3C,Pública,Ametista,"7,627125","9,6","9,2","2,52","5,8","7,66",Não,"8,26",10,Fase 3 (7° e 8° ano),0
Aluno-360,FASE 3,3C,Pública,Quartzo,"5,790875","0,0","7,3","2,52","4,3","7,34",Sim,"7,42",10,Fase 3 (7° e 8° ano),0
Aluno-338,FASE 3,3D,Pública,Topázio,"8,287441667","8,3","9,1","7,52","6,7","8,59",Não,"8,38",10,Fase 3 (7° e 8° ano),0
Aluno-339,FASE 3,3D,Pública,Ametista,"7,377583333","0,0","8,9","7,52","7,1","7,81",Não,"8,26",10,Fase 3 (7° e 8° ano),0
Aluno-353,FASE 3,3D,Pública,Topázio,"8,309016667","8,8","9,9","2,52","8,4","7,81",Não,"8,67",10,Fase 3 (7° e 8° ano),0
Aluno-1153,FASE 3,3D,Pública,Ametista,"7,968658333","7,9","10,0","7,52","7,2","7,66",Não,"8,63",5,Fase 4 (9° ano),-1
Aluno-183,FASE 3,3D,Pública,Ametista,"7,586241667","7,9","9,7","2,52","7,7","7,97",Não,"8,80",5,Fase 4 (9° ano),-1
Aluno-342,FASE 3,3D,Pública,Ametista,"7,539875","7,5","8,6","7,52","6,6","7,97",Não,"8,51",5,Fase 5 (1° EM),-2
Aluno-187,FASE 3,3D,Privada - Programa de Apadrinhamento,Ametista,"7,809875","7,5","9,9","2,52","6,9","7,97",Não,"8,26",10,Fase 3 (7° e 8° ano),0
Aluno-190,FASE 3,3D,Pública,Agata,"6,934158333","7,9","9,5","2,52","5,7","7,66",Não,"7,96",5,Fase 4 (9° ano),-1
Aluno-347,FASE 3,3D,Pública,Ametista,"7,61835","6,7","9,5","2,52","7,3","7,81",Não,"7,79",10,Fase 3 (7° e 8° ano),0
Aluno-234,FASE 3,3D,Pública,Agata,"6,248741667","6,7","8,0","2,52","5,6","4,84",Não,"5,60",10,Fase 3 (7° e 8° ano),0
Aluno-1154,FASE 3,3F,Pública,Ametista,"7,701125","9,6","9,3","5,63","5,1","7,66",Não,"7,67",10,Fase 3 (7° e 8° ano),0
Aluno-249,FASE 3,3F,Pública,Quartzo,"5,444625","0,0","8,2","5,00","4,9","5,16",Não,"6,55",5,Fase 5 (1° EM),-2
Aluno-380,FASE 3,3F,Pública,Quartzo,"4,912375","0,0","6,4","2,52","4,5","6,72",Não,"6,54",5,Fase 4 (9° ano),-1
Aluno-250,FASE 3,3F,Pública,Ametista,"7,598208333","0,0","9,3","5,63","8,3","7,97",Não,"8,63",10,Fase 3 (7° e 8° ano),0
Aluno-367,FASE 3,3F,Pública,Ametista,"7,38685","8,8","8,7","2,52","5,9","7,81",Não,"7,79",10,Fase 3 (7° e 8° ano),0
Aluno-1155,FASE 3,3F,Pública,Ametista,"7,821633333","9,2","9,2","5,63","8,0","7,50",Não,"8,29",5,Fase 4 (9° ano),-1
Aluno-1156,FASE 3,3F,Pública,Ametista,"7,340775","8,3","9,2","2,52","5,3","7,97",Não,"7,79",10,Fase 3 (7° e 8° ano),0
Aluno-368,FASE 3,3F,Pública,Quartzo,"5,796458333","0,0","7,7","2,52","6,7","7,03",Não,"7,34",5,Fase 4 (9° ano),-1
Aluno-387,FASE 3,3F,Pública,Quartzo,"4,794333333","0,0","6,8","2,52","3,0","6,88",Não,"7,01",5,Fase 4 (9° ano),-1
Aluno-388,FASE 3,3F,Pública,Quartzo,"5,630833333","0,0","7,4","5,63","4,2","6,88",Não,"7,84",5,Fase 5 (1° EM),-2
Aluno-374,FASE 3,3F,Privada,Ametista,"7,533891667","8,8","8,3","5,63","5,4","7,66",Não,"7,92",10,Fase 3 (7° e 8° ano),0
Aluno-377,FASE 3,3F,Pública,Ametista,"7,205041667","9,6","7,6","5,00","4,8","7,34",Não,"7,63",10,Fase 3 (7° e 8° ano),0
Aluno-223,FASE 3,3G,Pública,Quartzo,"5,089833333","0,0","4,5","7,52","3,8","7,50",Não,"7,17",5,Fase 4 (9° ano),-1
Aluno-236,FASE 3,3G,Pública,Ametista,"7,337116667","10,0","7,5","7,52","4,5","7,19",Sim,"7,30",10,Fase 3 (7° e 8° ano),0
Aluno-362,FASE 3,3G,Pública,Agata,"6,392625","0,0","7,5","7,52","5,1","7,03",Não,"7,09",10,Fase 3 (7° e 8° ano),0
Aluno-381,FASE 3,3G,Pública,Quartzo,"5,758041667","0,0","8,4","6,89","3,9","7,34",Não,"6,84",5,Fase 4 (9° ano),-1
Aluno-364,FASE 3,3G,Pública,Ametista,"7,734891667","8,8","9,0","6,89","5,8","7,03",Sim,"7,51",10,Fase 3 (7° e 8° ano),0
Aluno-382,FASE 3,3G,Pública,Agata,"6,223833333","0,0","9,4","6,26","5,2","7,50",Não,"7,17",5,Fase 5 (1° EM),-2
Aluno-383,FASE 3,3G,Pública,Ametista,"7,5408","9,2","8,8","3,14","6,5","7,50",Não,"7,50",10,Fase 3 (7° e 8° ano),0
Aluno-384,FASE 3,3G,Pública,Agata,"6,757958333","0,0","9,1","2,52","7,3","7,66",Não,"7,34",10,Fase 3 (7° e 8° ano),0
Aluno-1157,FASE 3,3G,Pública,Ametista,"7,086633333","9,2","8,8","6,26","5,7","7,50",Não,"7,00",5,Fase 4 (9° ano),-1
Aluno-386,FASE 3,3G,Pública,Quartzo,"5,758425","9,2","7,0","2,52","3,3","7,03",Não,"6,63",5,Fase 4 (9° ano),-1
Aluno-260,FASE 3,3G,Pública,Topázio,"8,080008333","9,2","9,9","7,52","6,1","7,34",Não,"7,42",10,Fase 3 (7° e 8° ano),0
Aluno-390,FASE 3,3G,Pública,Agata,"6,905741667","7,9","8,8","2,52","4,8","7,34",Não,"7,01",10,Fase 3 (7° e 8° ano),0
Aluno-1158,FASE 3,3G,Pública,Agata,"6,306666667","7,5","8,6","2,52","4,3","7,50",Não,"7,34",5,Fase 4 (9° ano),-1
Aluno-391,FASE 3,3I,Pública,Agata,"6,5107","7,9","7,5","2,52","3,5","7,50",Não,"7,59",10,Fase 3 (7° e 8° ano),0
Aluno-1159,FASE 3,3I,Pública,Quartzo,"5,913883333","5,8","6,6","2,52","3,1","7,19",Não,"7,13",10,Fase 3 (7° e 8° ano),0
Aluno-392,FASE 3,3I,Pública,Agata,"6,567208333","9,6","9,5","2,52","4,6","6,09",Não,"7,17",5,Fase 5 (1° EM),-2
Aluno-1160,FASE 3,3I,Pública,Agata,"6,636166667","9,6","8,7","2,52","2,7","6,88",Não,"7,26",10,Fase 3 (7° e 8° ano),0
Aluno-1161,FASE 3,3I,Pública,Ametista,"7,317791667","6,3","8,1","2,52","6,3","8,28",Não,"8,63",10,Fase 3 (7° e 8° ano),0
Aluno-395,FASE 3,3I,Pública,Ametista,"7,469175","9,2","8,6","2,52","6,0","7,97",Não,"7,92",10,Fase 3 (7° e 8° ano),0
Aluno-450,FASE 3,3K,Pública,Agata,"6,819625","9,6","8,4","2,52","5,4","7,66",Não,"7,92",5,Fase 4 (9° ano),-1
Aluno-463,FASE 3,3K,Pública,Agata,"6,382383333","9,2","5,4","2,52","4,0","7,81",Não,"7,80",10,Fase 3 (7° e 8° ano),0
Aluno-298,FASE 3,3K,Pública,Agata,"6,824333333","9,6","8,6","2,52","5,5","7,50",Não,"7,75",5,Fase 4 (9° ano),-1
Aluno-464,FASE 3,3K,Pública,Agata,"6,081675","9,2","7,7","2,52","3,0","7,97",Não,"7,38",5,Fase 4 (9° ano),-1
Aluno-465,FASE 3,3K,Pública,Topázio,"8,012875","7,5","9,4","2,52","8,5","7,97",Não,"8,17",10,Fase 3 (7° e 8° ano),0
Aluno-442,FASE 3,3K,Pública,Agata,"6,814166667","0,0","7,6","7,52","5,8","7,50",Não,"8,13",10,Fase 3 (7° e 8° ano),0
Aluno-300,FASE 3,3K,Pública,Quartzo,"5,616691667","5,0","7,5","2,52","4,5","6,41",Sim,"6,59",5,Fase 5 (1° EM),-2
Aluno-467,FASE 3,3K,Pública,Agata,"6,552916667","6,3","9,2","3,14","5,2","7,19",Sim,"7,54",5,Fase 4 (9° ano),-1
Aluno-468,FASE 3,3K,Pública,Quartzo,"5,911108333","8,3","6,0","6,27","3,4","7,34",Não,"6,72",5,Fase 4 (9° ano),-1
Aluno-1162,FASE 3,3K,Pública,Ametista,"7,44215","8,3","8,5","3,77","6,0","7,81",Não,"7,75",10,Fase 3 (7° e 8° ano),0
Aluno-470,FASE 3,3K,Pública,Agata,"6,993766667","8,8","9,2","5,00","4,9","7,50",Não,"7,71",5,Fase 4 (9° ano),-1
Aluno-474,FASE 3,3K,Pública,Quartzo,"5,283583333","0,0","7,8","5,00","3,3","7,19",Não,"6,76","5,00",Fase 4 (9° ano),-1
Aluno-476,FASE 3,3K,Pública,Agata,"6,492408333","7,9","7,0","2,52","4,1","7,34",Não,"7,51",10,Fase 3 (7° e 8° ano),0
Aluno-478,FASE 3,3K,Pública,Agata,"6,443616667","6,7","7,3","2,52","4,4","7,19",Não,"7,30",10,Fase 3 (7° e 8° ano),0
Aluno-410,FASE 3,3K,Pública,Agata,"6,140808333","8,8","5,8","7,52","4,9","6,72",,"6,04",5,Fase 4 (9° ano),-1
Aluno-411,FASE 3,3L,Privada,Ametista,"7,779983333","6,2","9,0","7,52","6,6","7,81",,"7,54",10,Fase 3 (7° e 8° ano),0
Aluno-412,FASE 3,3L,Pública,Ametista,"7,373891667","8,8","8,9","2,52","6,2","7,03",,"7,59",10,Fase 3 (7° e 8° ano),0
Aluno-400,FASE 3,3L,Pública,Agata,"6,529425","9,2","9,0","2,52","4,1","7,66",,"7,38",5,Fase 4 (9° ano),-1
Aluno-414,FASE 3,3L,Pública,Ametista,"7,25025","0,0","9,5","7,52","6,5","7,81",,"7,59",10,Fase 3 (7° e 8° ano),0
Aluno-415,FASE 3,3L,Pública,Ametista,"7,18805","7,1","8,2","7,52","3,7","7,81",,"7,83",10,Fase 3 (7° e 8° ano),0
Aluno-1163,FASE 3,3L,Pública,Ametista,"7,749391667","8,8","9,3","7,52","7,2","7,66",,"7,75",5,Fase 4 (9° ano),-1
Aluno-273,FASE 3,3L,Pública,Agata,"6,337116667","7,9","7,4","2,52","5,0","7,81",,"7,63",5,Fase 4 (9° ano),-1
Aluno-471,FASE 3,3L,Pública,Agata,"6,855541667","0,0","9,0","6,27","5,0","7,97",,"8,13",10,Fase 3 (7° e 8° ano),0
Aluno-416,FASE 3,3L,Privada - Programa de Apadrinhamento,Topázio,"8,144425","9,2","9,8","2,52","7,6","8,28",,"8,34",10,Fase 3 (7° e 8° ano),0
Aluno-417,FASE 3,3L,Pública,Topázio,"8,257658333","5,4","9,7","7,52","7,8","8,28",,"8,21",10,Fase 3 (7° e 8° ano),0
Aluno-305,FASE 3,3L,Pública,Agata,"6,394291667","0,0","8,9","7,52","5,2","7,66",,"7,75",5,Fase 5 (1° EM),-2
Aluno-418,FASE 3,3L,Privada - Programa de Apadrinhamento,Topázio,"8,1686","8,8","10,0","2,52","8,1","8,13",,"8,05",10,Fase 2 (5° e 6° ano),1
Aluno-419,FASE 3,3L,Privada - Programa de Apadrinhamento,Ametista,"7,7261","6,7","9,5","2,52","7,6","8,13",,"7,88",10,Fase 3 (7° e 8° ano),0
Aluno-421,FASE 3,3L,Pública,Topázio,"8,030716667","9,2","9,9","2,52","7,3","7,81",,"8,17",10,Fase 3 (7° e 8° ano),0
Aluno-407,FASE 3,3L,Pública,Ametista,"7,665083333","9,6","8,6","7,52","7,3","7,81",,"7,50",5,Fase 4 (9° ano),-1
Aluno-425,FASE 3,3L,Pública,Topázio,"8,10555","9,2","9,9","2,52","7,5","7,81",,"8,38",10,Fase 3 (7° e 8° ano),0
Aluno-426,FASE 3,3M,Pública,Agata,"6,329158333","5,4","7,6","5,00","5,0","7,66",,"7,54",5,Fase 4 (9° ano),-1
Aluno-430,FASE 3,3M,Pública,Ametista,"7,146716667","9,2","9,3","2,52","6,4","7,81",,"7,75",5,Fase 4 (9° ano),-1
Aluno-1164,FASE 3,3M,Pública,Agata,"6,910091667","9,2","7,5","2,52","4,8","7,66",,"7,55",10,Fase 3 (7° e 8° ano),0
Aluno-1165,FASE 3,3M,Pública,Ametista,"7,880716667","9,2","9,1","5,00","7,3","7,19",,"7,29",10,Fase 3 (7° e 8° ano),0
Aluno-432,FASE 3,3M,Pública,Agata,"6,850183333","8,8","9,0","2,52","5,2","7,81",,"8,04",5,Fase 5 (1° EM),-2
Aluno-303,FASE 3,3M,Pública,Quartzo,"5,914291667","0,0","7,3","7,52","5,1","7,66",,"7,05",5,Fase 5 (1° EM),-2
Aluno-420,FASE 3,3M,Privada - Programa de Apadrinhamento,Ametista,"7,356358333","8,3","9,3","2,52","5,3","7,66",,"7,96",10,Fase 3 (7° e 8° ano),0
Aluno-1166,FASE 3,3M,Pública,Ametista,"7,307858333","8,3","9,6","7,52","4,8","7,66",,"7,92",5,Fase 5 (1° EM),-2
Aluno-1167,FASE 3,3M,Pública,Agata,"6,021891667","8,8","7,6","2,52","3,8","7,66",,"7,96","2,5",Fase 6 (2° EM),-3
Aluno-424,FASE 3,3M,Pública,Ametista,"7,72685","8,8","9,9","2,52","6,4","7,81",,"7,79",10,Fase 3 (7° e 8° ano),0
Aluno-398,FASE 3,3N,Pública,Ametista,"7,153766667","6,7","8,1","2,52","6,5","7,50",,"7,79",10,Fase 2 (5° e 6° ano),1
Aluno-399,FASE 3,3N,Pública,Ametista,"7,000033333","7,9","8,2","2,52","4,7","7,50",,"8,17",10,Fase 3 (7° e 8° ano),0
Aluno-428,FASE 3,3N,Pública,Ametista,"7,821816667","8,3","9,5","2,52","7,2","7,81",,"8,04",10,Fase 3 (7° e 8° ano),0
Aluno-315,FASE 3,3N,Pública,Quartzo,"5,977708333","0,0","6,8","5,00","6,3","7,97",,"7,84",5,Fase 4 (9° ano),-1
Aluno-402,FASE 3,3N,Pública,Agata,"6,632716667","9,2","7,3","2,52","4,2","7,81",,"6,88",10,Fase 3 (7° e 8° ano),0
Aluno-1168,FASE 3,3N,Pública,Quartzo,"5,886625","0,0","8,8","2,52","3,5","7,66",,"7,05",10,Fase 3 (7° e 8° ano),0
Aluno-613,FASE 3,3N,Pública,Agata,"6,864508333","9,2","9,4","5,00","4,8","6,72",,"7,21",5,Fase 4 (9° ano),-1
Aluno-304,FASE 3,3N,Pública,Agata,"6,241583333","0,0","8,8","5,00","5,7","7,81",,"7,84",5,Fase 5 (1° EM),-2
Aluno-457,FASE 3,3N,Pública,Topázio,"8,256833333","7,5","8,6","7,52","8,1","8,13",,"8,05",10,Fase 3 (7° e 8° ano),0
Aluno-307,FASE 3,3N,Pública,Agata,"6,047333333","0,0","6,5","7,52","6,3","7,50",,"7,46",5,Fase 5 (1° EM),-2
Aluno-283,FASE 3,3N,Pública,Ametista,"7,549025","8,3","9,5","7,52","6,8","7,03",,"7,50",5,Fase 5 (1° EM),-2
Aluno-459,FASE 3,3N,Pública,Topázio,"8,240016667","6,7","9,3","7,52","8,3","7,19",,"7,88",10,Fase 3 (7° e 8° ano),0
Aluno-440,FASE 3,3P,Pública,Agata,"6,989208333","0,0","8,2","7,52","6,2","7,97",,"7,84",10,Fase 3 (7° e 8° ano),0
Aluno-443,FASE 3,3P,Pública,Agata,"6,895508333","7,1","7,5","2,52","7,6","7,97",,"8,13",5,Fase 4 (9° ano),-1
Aluno-454,FASE 3,3P,Pública,Quartzo,"4,603416667","0,0","7,5","5,00","2,6","4,69",,"5,54",5,Fase 5 (1° EM),-2
Aluno-444,FASE 3,3P,Pública,Quartzo,"5,958791667","0,0","7,9","5,00","4,7","6,41",,"6,46",10,Fase 2 (5° e 6° ano),1
Aluno-170,FASE 3,3P,Privada - Programa de Apadrinhamento,Ametista,"7,062433333","8,8","8,9","2,52","7,2","6,88",,"7,67",5,Fase 5 (1° EM),-2
Aluno-1169,FASE 3,3P,Pública,Ametista,"7,213625","7,5","9,5","5,00","6,3","7,03",,"8,00",5,Fase 4 (9° ano),-1
Aluno-458,FASE 3,3P,Pública,Agata,"6,312083333","9,6","6,9","7,52","3,8","7,19",,"6,25",5,Fase 4 (9° ano),-1
Aluno-1170,FASE 3,3P,Pública,Agata,"6,874683333","8,8","7,7","7,52","5,9","7,19",,"6,58",5,Fase 4 (9° ano),-1
Aluno-1171,FASE 3,3P,Pública,Ametista,"7,856033333","7,9","8,4","5,00","8,7","8,75",,"8,88",5,Fase 4 (9° ano),-1
Aluno-449,FASE 3,3P,Pública,Ametista,"7,396508333","7,1","7,2","7,52","7,0","7,34",,"6,84",10,Fase 3 (7° e 8° ano),0
Aluno-462,FASE 3,3P,Pública,Agata,"6,2267","10,0","8,1","5,00","2,7","7,50",,"6,58",5,Fase 5 (1° EM),-2
Aluno-176,FASE 4,4A,Privada - Programa de Apadrinhamento,Topázio,"8,316833333","9,6","9,5","2,52","8,0","8,13",,"9,00",10,Fase 4 (9° ano),0
Aluno-178,FASE 4,4A,Privada - Programa de Apadrinhamento,Ametista,"7,406658333","7,9","8,7","2,52","5,9","7,66",,"8,42",10,Fase 4 (9° ano),0
Aluno-193,FASE 4,4A,Privada - Programa de Apadrinhamento,Ametista,"7,718566667","8,3","9,4","2,52","6,5","8,13",,"8,17",10,Fase 3 (7° e 8° ano),1
Aluno-1172,FASE 4,4A,Pública,Ametista,"7,030108333","8,3","7,8","2,52","6,7","8,59",,"8,46",5,Fase 6 (2° EM),-2
Aluno-180,FASE 4,4A,Privada - Programa de Apadrinhamento,Topázio,"8,283216667","9,2","9,4","2,52","8,0","8,44",,"8,92",10,Fase 3 (7° e 8° ano),1
Aluno-181,FASE 4,4A,Privada - Programa de Apadrinhamento,Ametista,"7,671208333","9,6","8,3","2,52","6,8","7,97",,"8,25",10,Fase 4 (9° ano),0
Aluno-195,FASE 4,4A,Privada - Programa de Apadrinhamento,Ametista,"7,60205","7,1","9,2","2,52","6,0","8,44",,"8,79",10,Fase 4 (9° ano),0
Aluno-196,FASE 4,4A,Privada - Programa de Apadrinhamento,Ametista,"7,560991667","7,9","9,0","2,52","6,2","8,28",,"8,21",10,Fase 3 (7° e 8° ano),1
Aluno-211,FASE 4,4A,Privada - Programa de Apadrinhamento,Topázio,"8,024791667","9,6","9,4","2,52","7,1","7,66",,"8,71",10,Fase 4 (9° ano),0
Aluno-197,FASE 4,4A,Privada - Programa de Apadrinhamento,Ametista,"7,967608333","8,3","9,8","2,52","7,2","7,97",,"8,46",10,Fase 3 (7° e 8° ano),1
Aluno-229,FASE 4,4A,Privada - Programa de Apadrinhamento,Topázio,"8,207591667","9,2","9,8","2,52","7,8","8,28",,"8,42",10,Fase 3 (7° e 8° ano),1
Aluno-186,FASE 4,4A,Privada,Ametista,"7,817541667","7,5","9,7","2,52","6,9","7,97",,"8,46",10,Fase 4 (9° ano),0
Aluno-189,FASE 4,4A,Privada - Programa de Apadrinhamento,Ametista,"7,727325","7,9","9,4","2,52","6,5","8,28",,"8,38",10,Fase 4 (9° ano),0
Aluno-191,FASE 4,4A,Privada - Programa de Apadrinhamento,Ametista,"7,263666667","0,0","9,7","2,52","7,8","8,13",,"8,46",10,Fase 4 (9° ano),0
Aluno-1173,FASE 4,4A,Pública,Ametista,"7,67285","8,8","9,7","2,52","6,0","7,81",,"8,12",10,Fase 4 (9° ano),0
Aluno-217,FASE 4,4B,Pública,Agata,"6,96965","8,3","8,6","2,52","5,6","8,44",,"8,50",5,Fase 5 (1° EM),-1
Aluno-1174,FASE 4,4B,Pública,Ametista,"7,333591667","9,2","8,7","2,52","6,8","8,91",,"8,34",5,Fase 5 (1° EM),-1
Aluno-192,FASE 4,4B,Privada,Agata,"6,616016667","8,8","6,2","5,00","6,5","7,19",,"7,38",5,Fase 6 (2° EM),-2
Aluno-184,FASE 4,4B,Pública,Topázio,"8,430241667","7,9","9,5","7,52","7,1","8,59",,"8,50",10,Fase 3 (7° e 8° ano),1
Aluno-200,FASE 4,4B,Privada - Programa de Apadrinhamento,Quartzo,"5,661166667","9,6","4,5","2,52","4,3","7,50",,"7,17",5,Fase 6 (2° EM),-2
Aluno-1175,FASE 4,4B,Pública,Quartzo,"5,939858333","8,3","5,3","2,52","6,3","7,66",,"7,63","2,5",Fase 7 (3° EM),-3
Aluno-204,FASE 4,4B,Pública,Ametista,"7,557558333","8,8","7,9","2,52","7,1","8,28",,"8,05",10,Fase 4 (9° ano),0
Aluno-1176,FASE 4,4B,Pública,Topázio,"8,881483333","8,3","9,3","7,52","8,2","9,69",,"9,17",10,Fase 3 (7° e 8° ano),1
Aluno-1177,FASE 4,4B,Pública,Topázio,"8,345491667","10,0","9,9","2,52","7,2","8,91",,"8,88",10,Fase 4 (9° ano),0
Aluno-215,FASE 4,4C,Pública,Ametista,"7,166475","8,8","6,6","2,52","6,9","7,97",,"7,71",10,Fase 4 (9° ano),0
Aluno-1178,FASE 4,4C,Pública,Ametista,"7,066475","8,8","9,3","2,52","5,7","7,97",,"8,21",5,Fase 6 (2° EM),-2
Aluno-149,FASE 4,4C,Pública,Quartzo,"5,622266667","8,8","4,2","2,52","4,7","7,50",,"7,29",5,Fase 6 (2° EM),-2
Aluno-1179,FASE 4,4C,Pública,Agata,"6,631333333","9,6","8,1","4,38","5,0","6,88",,"7,17",5,Fase 5 (1° EM),-1
Aluno-218,FASE 4,4C,Pública,Quartzo,"5,811541667","0,0","6,7","2,52","6,7","7,97",,"7,88",5,Fase 5 (1° EM),-1
Aluno-220,FASE 4,4C,Pública,Ametista,"7,102016667","8,8","7,6","2,52","6,1","7,19",,"7,55",10,Fase 4 (9° ano),0
Aluno-202,FASE 4,4C,Pública,Agata,"6,791641667","8,8","7,9","2,52","5,9","7,97",,"8,01",5,Fase 5 (1° EM),-1
